loginID,date
1045,
1075,
1090,
1148,2020-05-15
1198,2020-05-05
1324,2020-05-07
1325,2020-05-15
1434,2020-05-01
1485,2020-05-07
1501,
1521,
1522,2020-05-11
1593,
1598,
1599,2020-05-01
1668,
1696,
1755,
1767,2020-05-08
1785,2020-05-04
